ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	A3.1.day157_1	A3.1.day98_1	A3.2.day157_1	A3.2.day98_1	E3.1.day157	E3.1.day98	E3.2.day157	E3.2.day98
sq4573	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	SCUD01	0	0	0	0	0	0	0	0
sq4574	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA	0	0	0	0	0	0	0	0
sq4575	Bacteria	Myxococcota	B64-G9	B64-G9	B64-G9	NA	0	0	0	0	0	0	0	0
sq4576	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4577	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4578	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4579	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	0	0	0	0	0	0	0	0
sq4580	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	0	0	0	0	0	0	0	0
sq4581	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	0	0	0	0	0	0
sq4582	Bacteria	Omnitrophota	Koll11	NA	NA	NA	4	0	0	0	0	0	0	0
sq4583	Bacteria	Omnitrophota	Koll11	Duberdicusellales	4484-171	NA	4	0	0	0	0	0	0	0
sq4584	Bacteria	Planctomycetota	NA	NA	NA	NA	4	0	0	0	0	0	0	0
sq4585	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA	4	0	0	0	0	0	0	0
sq4586	Bacteria	Bipolaricaulota	Bipolaricaulia	NA	NA	NA	3	0	0	0	0	0	0	0
sq4587	Bacteria	NA	NA	NA	NA	NA	2	0	0	0	0	1	0	0
sq4588	Bacteria	NA	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq4589	Bacteria	NA	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq4590	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	NA	NA	2	1	0	0	0	0	0	0
sq4591	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	NA	1	0	0	0	0	0	0	2
sq4592	Bacteria	NA	NA	NA	NA	NA	1	0	0	3	0	0	0	0
sq4593	Bacteria	Patescibacteria	ABY1	BM507	NA	NA	1	2	0	0	0	0	0	1
sq4594	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	4	0	0	0	0	0	0
sq4595	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	4	0	0	0	0	0	0
sq4596	Bacteria	NA	NA	NA	NA	NA	0	3	0	0	0	0	0	0
sq4597	Bacteria	NA	NA	NA	NA	NA	0	0	4	0	0	0	0	0
sq4598	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	0	0	4	0	0	0	0	0
sq4599	Bacteria	Planctomycetota	NA	NA	NA	NA	0	0	1	0	0	0	0	2
sq4600	Bacteria	Omnitrophota	Koll11	NA	NA	NA	0	0	1	0	0	0	0	0
sq4601	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0	0	1	0	0	0	0	0
sq4602	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	0	0	1	0	0	0	0	0
sq4603	Bacteria	Chloroflexota	Anaerolineae	4572-78	NAK82	JAHELX01	0	0	1	0	0	0	0	0
sq4604	Bacteria	Chloroflexota	Limnocylindria	QHBO01	QHBO01	JACDBZ01	0	0	0	0	0	0	0	0
sq4605	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	CSP1-5	CSP1-5	0	0	0	0	0	0	0	0
sq4606	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4607	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4608	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	NA	0	0	0	0	0	0	0	0
sq4609	Bacteria	Actinomycetota	UBA4738	UBA4738	HRBIN12	NA	0	0	0	0	0	0	0	0
sq4610	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	0	0	0	0	0	0	0	0
sq4611	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	0	0	0	0	0	0	0
sq4612	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	0	0	0	0	0	0	0
sq4613	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	0	0	0	0	0	0	0	0
sq4614	Bacteria	UBA10199	UBA10199	2-02-FULL-44-16	JAAZCA01	NA	0	0	0	0	0	0	0	0
sq4615	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	ARS98	0	0	0	0	0	0	0	0
sq4616	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4617	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	0	0	0	0	0
sq4618	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4619	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4620	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq4621	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4622	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4623	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4624	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq4625	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4626	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	NA	NA	0	0	0	0	0	0	0	0
sq4627	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales_A	2-02-FULL-58-16	NA	0	0	0	0	0	0	0	0
sq4628	Bacteria	Zixibacteria	MSB-5A5	GN15	PGXB01	PGXB01	0	0	0	0	0	0	0	0
sq4629	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella	0	0	0	0	0	0	0	0
sq4630	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Sulfomarinibacteraceae	NA	0	0	0	0	0	0	0	0
sq4631	Bacteria	Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Pontiellaceae	NA	0	0	0	0	0	0	0	0
sq4632	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4633	Bacteria	Margulisbacteria	Marinamargulisbacteria	NA	NA	NA	0	0	0	0	0	0	0	0
sq4634	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4635	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0
sq4636	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix	0	0	0	0	0	0	0	0
sq4637	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	0	0	0	0	0	0	0
sq4638	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	NA	NA	0	0	0	0	0	0	0	0
sq4639	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	0	0	0	0	0	4	0	0
sq4640	Bacteria	Desulfobacterota	Syntrophobacteria	BM002	BM002	NA	0	0	0	0	0	0	0	0
sq4641	Bacteria	Sumerlaeota	Sumerlaeia	MVZB01	MVZB01	JAMCWS01	0	0	0	0	0	0	0	0
sq4642	Bacteria	Bacteroidota	UBA10030	UBA10030	UBA6906	NA	0	0	0	0	0	0	0	0
sq4643	Bacteria	Pseudomonadota	Gammaproteobacteria	DSM-16500	DSM-16500	NA	0	0	0	0	0	0	0	0
sq4644	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	PRDV01	0	0	0	0	0	0	0	0
sq4645	Bacteria	Acidobacteriota	Vicinamibacteria	Fen-336	NA	NA	0	0	0	0	0	0	0	0
sq4646	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4647	Bacteria	Bacillota_G	UBA4882	UBA8346	UBA8346	UBA8346	0	0	0	0	0	0	0	0
sq4648	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	SLHB01	NA	0	0	0	0	0	0	0	0
sq4649	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4650	Bacteria	Chloroflexota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4651	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4652	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4653	Bacteria	Bacillota	Bacilli	RES148	Pasteuriaceae	Pasteuria	0	0	0	0	0	0	0	0
sq4654	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4655	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4656	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq4657	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	E44-bin32	NA	0	0	0	0	0	0	0	0
sq4658	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	NA	NA	0	0	0	0	0	0	0	0
sq4659	Bacteria	Planctomycetota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4660	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4661	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4662	Bacteria	Planctomycetota	Brocadiia	SM23-32	SM23-32	B1Sed10-231	0	0	0	0	0	0	0	0
sq4663	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq4664	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	0	1	0	0	0	0	0
sq4665	Bacteria	Patescibacteria	Microgenomatia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4666	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	4	0	0	0	0	0	0	0
sq4667	Bacteria	Omnitrophota	Koll11	NA	NA	NA	3	0	0	0	0	0	0	0
sq4668	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	2	0	0	0	0	0	0	0
sq4669	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	1	0	0	0	0	0	0	0
sq4670	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	3	0	0	0	0	0	0
sq4671	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	1	2	0	0	0	0	0
sq4672	Bacteria	NA	NA	NA	NA	NA	0	0	4	0	0	0	0	0
sq4673	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	NA	NA	0	0	1	3	0	0	0	0
sq4674	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	1	0	0	0	0	0
sq4675	Bacteria	NA	NA	NA	NA	NA	0	0	0	4	0	0	0	0
sq4676	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	0	0	0	1	0	0	0	0
sq4677	Bacteria	NA	NA	NA	NA	NA	0	0	0	1	0	3	0	0
sq4678	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4679	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4680	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4681	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	0-14-0-80-60-11	NA	0	0	0	0	0	0	0	0
sq4682	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0
sq4683	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4684	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Nocardioidaceae	JACDHG01	0	0	0	0	0	0	0	0
sq4685	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4686	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	0	0	0	0	0	0	0	0
sq4687	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	NA	NA	0	0	0	0	0	0	0	0
sq4688	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4689	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4690	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	NA	0	0	0	0	0	0	0	0
sq4691	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4692	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	0	0	0	0	0	0	0	0
sq4693	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NIOZ-UU13	0	0	0	0	0	0	0	0
sq4694	Bacteria	Desulfobacterota_D	UBA1144	UBA2774	UBA2774	NA	0	0	0	0	0	0	0	0
sq4695	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Cellulomonas_A	0	0	0	0	0	0	0	0
sq4696	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	NA	NA	0	0	0	0	0	0	0	0
sq4697	Bacteria	Chloroflexota	NA	NA	NA	NA	0	0	0	0	0	1	0	0
sq4698	Bacteria	Krumholzibacteriota	Krumholzibacteria	LZORAL124-64-63	LZORAL124-64-63	Glo-17	0	0	0	0	0	0	0	0
sq4699	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4700	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	NA	NA	0	0	0	0	0	0	0	0
sq4701	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4702	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4703	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	NA	NA	0	0	0	0	0	0	0	0
sq4704	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	NA	NA	0	0	0	0	0	0	0	0
sq4705	Bacteria	Pseudomonadota	Alphaproteobacteria	Caedimonadales	UBA9215	UBA9215	0	0	0	0	0	0	0	0
sq4706	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4707	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1
sq4708	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4709	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	NA	0	0	0	0	0	0	0	0
sq4710	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	SZUA-47	SZUA-47	0	0	0	0	0	0	0	0
sq4711	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	NA	NA	0	0	0	0	0	0	0	0
sq4712	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	0	0	0	0	0
sq4713	Bacteria	Patescibacteria	ABY1	Buchananbacterales	UBA6539	UBA6539	0	0	0	0	0	0	0	0
sq4714	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4715	Bacteria	Acidobacteriota	Thermoanaerobaculia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4716	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4717	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4718	Bacteria	Planctomycetota	UBA1135	UBA2386	UBA2386	NA	0	0	0	0	0	0	0	0
sq4719	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	0	0	0	0	0	0	0	0
sq4720	Bacteria	Chloroflexota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4721	Bacteria	Acidobacteriota	Polarisedimenticolia	Gp22-AA2	Gp22-AA2	Gp22-AA3	0	0	0	0	0	0	0	0
sq4722	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4723	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	NA	NA	0	0	0	0	0	0	0	0
sq4724	Bacteria	Actinomycetota	Geothermincolia	Fen-727	Anoxymicrobiaceae	NA	0	0	0	0	0	0	0	0
sq4725	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4726	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq4727	Bacteria	RBG-13-66-14	RBG-13-66-14	RBG-13-66-14	RBG-13-66-14	WJLX01	0	0	0	0	0	0	0	0
sq4728	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4729	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	SCUD01	0	0	0	0	0	0	0	0
sq4730	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	HyVt-337	0	0	0	0	0	0	0	0
sq4731	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	0	0	0	0	0	0	0	0
sq4732	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4733	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq4734	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	0	0	0	0	0	0	0	0
sq4735	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4736	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4737	Bacteria	NA	NA	NA	NA	NA	0	0	4	0	0	0	0	0
sq4738	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	JADFPI01	0	0	0	0	0	0	0	0
sq4739	Bacteria	Planctomycetota	NA	NA	NA	NA	4	0	0	0	0	0	0	0
sq4740	Bacteria	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq4741	Bacteria	Bacillota_E	RBS10-35	JAJYVM01	JAJYVN01	NA	2	0	0	0	0	2	0	0
sq4742	Bacteria	Chloroflexota	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq4743	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	JAAEPF01	1	0	0	0	0	0	0	0
sq4744	Bacteria	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq4745	Bacteria	Patescibacteria	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq4746	Bacteria	Chloroflexota	NA	NA	NA	NA	0	0	4	0	0	0	0	0
sq4747	Bacteria	Planctomycetota	Phycisphaerae	JAACET01	JAACET01	JAACET01	0	0	2	0	0	0	0	0
sq4748	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4749	Bacteria	Chloroflexota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4750	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4751	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4752	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	NA	NA	0	0	0	0	0	0	0	0
sq4753	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA	0	0	0	0	0	0	0	0
sq4754	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4755	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq4756	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA	0	0	0	0	0	0	0	0
sq4757	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	0	0	0	0	0	0	0	0
sq4758	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4759	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4760	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-314	SFEB01	0	0	0	0	0	0	0	0
sq4761	Bacteria	Verrucomicrobiota	Kiritimatiellia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4762	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	NA	NA	0	0	0	0	0	0	0	0
sq4763	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Haemophilus_A	0	0	0	0	0	0	0	0
sq4764	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4765	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	E44-bin10	0	0	0	0	0	0	0	0
sq4766	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0
sq4767	Bacteria	Chloroflexota	Anaerolineae	J102	J102	NA	0	0	0	0	0	0	0	0
sq4768	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4769	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq4770	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	NA	NA	0	0	0	0	0	0	0	0
sq4771	Bacteria	Actinomycetota	Coriobacteriia	OPB41	UBA2279	NA	0	0	0	0	0	0	0	0
sq4772	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4773	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4774	Bacteria	Cyanobacteriota	NA	NA	NA	NA	4	0	0	0	0	0	0	0
sq4775	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	4	0	0	0	0	0	0	0
sq4776	Bacteria	Cyanobacteriota	Vampirovibrionia	NA	NA	NA	4	0	0	0	0	0	0	0
sq4777	Bacteria	Sumerlaeota	Sumerlaeia	UBA8349	UBA8349	JAFGFN01	3	0	0	0	0	0	0	0
sq4778	Bacteria	Patescibacteria	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq4779	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	NA	NA	1	0	1	0	0	0	0	0
sq4780	Bacteria	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq4781	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	NA	0	4	0	0	0	0	0	0
sq4782	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	4	0	0	0	0	0	0
sq4783	Bacteria	Omnitrophota	Koll11	GIF10	JAHJCI01	BS750-G32	0	3	0	0	0	0	0	0
sq4784	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	3	0	0	0	0	0	0
sq4785	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	Fen-1342	NA	0	2	0	0	0	0	0	0
sq4786	Bacteria	NA	NA	NA	NA	NA	0	0	4	0	0	0	0	0
sq4787	Bacteria	Planctomycetota	Brocadiia	NA	NA	NA	0	0	2	0	0	0	0	0
sq4788	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	3	0	0	0	0
sq4789	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	0	0	0	0	0	0	0
sq4790	Bacteria	Patescibacteria	ABY1	NA	NA	NA	0	0	0	0	0	0	0	0
sq4791	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4792	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4793	Bacteria	Actinomycetota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermostaphylospora	0	0	0	0	0	0	0	0
sq4794	Bacteria	Cyanobacteriota	Vampirovibrionia	NA	NA	NA	0	0	0	0	0	0	0	0
sq4795	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4796	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	0	0	0	0	0	0	0	0
sq4797	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4798	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA	0	0	0	0	0	0	0	0
sq4799	Bacteria	Latescibacterota	MVCY01	MVCY01	MVCY01	MVCY01	0	0	0	0	0	0	0	0
sq4800	Bacteria	Omnitrophota	Koll11	NA	NA	NA	0	0	0	0	0	0	0	0
sq4801	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4802	Bacteria	Myxococcota	Myxococcia	Myxococcales	NA	NA	0	0	0	0	0	0	0	0
sq4803	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	4	0	0
sq4804	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq4805	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	Fen-1342	NA	0	0	0	0	0	0	0	0
sq4806	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4807	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	NA	NA	0	0	0	0	0	0	0	0
sq4808	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	70-9	VRUE01	0	0	0	0	0	0	0	0
sq4809	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	0	0	0	0	0	0	0
sq4810	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq4811	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	0	0	0	0	0	0	0	0
sq4812	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA	0	0	0	0	0	0	0	0
sq4813	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0
sq4814	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq4815	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria	0	0	0	0	0	0	0	0
sq4816	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	NA	NA	0	0	0	0	0	0	0	0
sq4817	Bacteria	Omnitrophota	Koll11	2-01-FULL-45-10	2-01-FULL-45-10	NA	3	0	0	0	0	0	0	0
sq4818	Bacteria	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq4819	Bacteria	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq4820	Bacteria	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq4821	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	3	0	0	0	0	0	0	0
sq4822	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	3	0	0	0	0	0	0	0
sq4823	Bacteria	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq4824	Bacteria	Omnitrophota	Koll11	NA	NA	NA	3	0	0	0	0	0	0	0
sq4825	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	3	0	0	0	0	0	0	0
sq4826	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	2	0	0	0	0	0	0	0
