ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	A3.1.day157_1	A3.1.day98_1	A3.2.day157_1	A3.2.day98_1	E3.1.day157	E3.1.day98	E3.2.day157	E3.2.day98
sq815	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halogranum	0	0	3	0	0	0	0	0
sq816	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAGVXH01	0	8	0	0	0	1	0	0
sq817	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq818	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	0	0	0	0	0	0	0	0
sq819	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halogranum	0	0	1	0	0	0	0	0
sq820	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	2	0	0	0	0	0	0	0
sq821	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	0	1	0	0	0	0	0	0
sq822	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	1	0	0	0	0
sq823	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq824	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq825	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5	SG8-5	UBA147	0	0	0	0	0	0	0	0
sq826	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	0	0	0	0	0	0	0
sq827	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	5	0	0	2	0	0	0	0
sq828	Archaea	NA	NA	NA	NA	NA	0	5	0	2	0	0	0	0
sq829	Archaea	Thermoplasmatota	JAEHCK01	JAEHCK01	JAEHCK01	JAEHCK01	0	0	0	10	0	0	0	0
sq830	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	1	0	0	0	0
sq831	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	0	0	0	0	0	0	0	0
sq832	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq833	Archaea	Nanohaloarchaeota	Nanosalinia	Nanosalinales	JAFCCC01	JAFCCC01	0	0	0	0	0	0	0	0
sq834	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq835	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq836	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq837	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	9	0	0	0	0	0	0
sq838	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	0	0	9	0	0	0	0	0
sq839	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	JAHWIC01	JAHWIC01	0	0	0	0	0	0	0	0
sq840	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq841	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq842	Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	NA	1	0	1	4	0	1	0	0
sq843	Archaea	Thermoplasmatota	JAEHCK01	JAEHCK01	JAEHCK01	JAEHCK01	0	1	1	6	0	0	0	0
sq844	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	GCA-2726865	0	0	2	0	0	0	0	0
sq845	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq846	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	2	0	0	0
sq847	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq848	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-6	EX4484-6	0	0	0	0	2	4	0	0
sq849	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	1	0
sq850	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq851	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq852	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	0	0	0	0	0	0	0	0
sq853	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	0	0	0	0	0	0	0	0
sq854	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq855	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq856	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAFCDK01	0	0	0	0	0	0	0	0
sq857	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq858	Archaea	NA	NA	NA	NA	NA	3	0	1	2	1	0	0	0
sq859	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq860	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	8	0	0	0	0	0	0
sq861	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	4	0	0	0	0	0	0
sq862	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	0	2	0	0	0	0	0
sq863	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq864	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	0	0	0	0	0	0	0	0
sq865	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq866	Archaea	Nanoarchaeota	Nanoarchaeia	UBA10117	NA	NA	0	0	0	0	0	0	0	0
sq867	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq868	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	0
sq869	Archaea	Thermoproteota	NA	NA	NA	NA	3	0	0	2	0	0	0	0
sq870	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq871	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	NA	0	0	1	0	0	0	0	0
sq872	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	NA	0	0	0	0	0	0	0	0
sq873	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	CG10238-14	CG10238-14	0	0	0	1	0	0	0	0
sq874	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq875	Archaea	Thermoplasmatota	E2	NA	NA	NA	0	0	2	7	0	0	0	0
sq876	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	2	0	0	0	0	0	0	0
sq877	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	FT1-020	0	5	0	0	0	0	0	0
sq878	Archaea	Asgardarchaeota	Lokiarchaeia	Helarchaeales	HEL-GB-A	JABXJT01	0	0	2	0	0	0	0	0
sq879	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	1	0	0	0	0
sq880	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	NA	NA	0	0	0	0	0	0	0	0
sq881	Archaea	Altiarchaeota	Altiarchaeia	IMC4	NA	NA	0	0	0	0	0	0	0	0
sq882	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq883	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq884	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq885	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	3	0	0	1	0	0	0	0
sq886	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	1	0	5	1	0	0	0	0
sq887	Archaea	NA	NA	NA	NA	NA	1	0	0	2	0	0	0	0
sq888	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	DSDF01	0	0	1	0	0	0	0	0
sq889	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	0	0	0	4	0	0	0	0
sq890	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	0	0	0	0	0	0	0	0
sq891	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq892	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	UBA8941	0	0	0	0	0	0	0	0
sq893	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq894	Archaea	Altiarchaeota	Altiarchaeia	IMC4	WOR-SM1-SCG	WOR-SM1-SCG	0	0	0	0	0	0	0	0
sq895	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	MP8T-1	0	0	0	0	0	0	0	0
sq896	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	JAFGSV01	JAFGFG01	0	0	0	0	0	0	0	0
sq897	Archaea	Nanoarchaeota	Nanoarchaeia	Tiddalikarchaeales	Tiddalikarchaeaceae	CG07-land	0	0	0	0	0	0	0	0
sq898	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAFCES01	0	0	0	0	0	0	0	0
sq899	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	2	2	2	0	0	0	0
sq900	Archaea	NA	NA	NA	NA	NA	1	0	0	3	0	0	0	0
sq901	Archaea	Thermoplasmatota	NA	NA	NA	NA	1	0	0	7	0	0	0	0
sq902	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	2	0	0
sq903	Archaea	B1Sed10-29	B1Sed10-29	B1Sed10-29	NA	NA	3	0	0	0	0	0	0	0
sq904	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	NA	2	0	0	0	0	0	0	0
sq905	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	BIN-L-1	0	7	0	0	0	0	0	0
sq906	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	4	0	0	0	0	0	0
sq907	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	4	0	0	0	0	0
sq908	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	2	0	0	0	0
sq909	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	3	0	0	0	0	0	0	0
sq910	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	AMARA-1	AMARA-1	0	0	2	2	0	0	0	0
sq911	Archaea	Halobacteriota	UBA148	UBA148	UBA148	UBA148	0	0	0	0	0	0	0	0
sq912	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	2	0
sq913	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	7	0	0	0	0	0	0	0
sq914	Archaea	NA	NA	NA	NA	NA	1	0	0	4	0	0	0	0
sq915	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq916	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq917	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq918	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq919	Archaea	NA	NA	NA	NA	NA	0	0	3	0	1	0	0	0
sq920	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	NA	NA	0	0	1	0	0	0	0	0
sq921	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobaculum	0	0	0	0	0	0	0	0
sq922	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq923	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	0	0	0	0	0	0	0
sq924	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq925	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	0	0	0	0	0	0	0	0
sq926	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq927	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq928	Archaea	NA	NA	NA	NA	NA	0	0	0	0	2	0	0	0
sq929	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAFCES01	0	0	0	0	0	0	0	0
sq930	Archaea	Altiarchaeota	Altiarchaeia	IMC4	MCBC01	MCBC01	0	0	0	0	0	0	0	0
sq931	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	0	0	0	0	0	0
sq932	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq933	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq934	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	NA	0	0	0	0	0	0	0	0
sq935	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq936	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq937	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	0	0	0	0	0	0	0	0
sq938	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq939	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	0	0	0	0	0	0	0
sq940	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	0	1	0	0	0	0
sq941	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq942	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	NA	NA	0	0	0	0	6	0	0	0
sq943	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq944	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq945	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq946	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq947	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	NA	0	0	0	0	0	0	0	0
sq948	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq949	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	0	0	0	0	0	0	0	0
sq950	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	2	0	0	0	0	0	0	0
sq951	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	0	6	0	0	0	0	0	0
sq952	Archaea	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0
sq953	Archaea	Thermoplasmatota	NA	NA	NA	NA	0	0	0	2	0	0	0	0
sq954	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq955	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq956	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq957	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	JAFCFN01	JAFCFN01	0	0	0	0	0	0	0	0
sq958	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq959	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq960	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq961	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq962	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JADFRY01	0	0	0	0	0	0	0	0
sq963	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq964	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq965	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq966	Archaea	Altiarchaeota	Altiarchaeia	IMC4	QMZM01	NA	0	2	1	3	0	0	0	0
sq967	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	NA	NA	0	0	0	0	0	0	0	0
sq968	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq969	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq970	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-6	EX4484-6	0	0	0	0	1	2	0	0
sq971	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq972	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SM1-50	1	0	0	3	0	2	0	0
sq973	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	LKUD01	0	0	0	0	0	0	0	0
sq974	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halohasta	0	0	0	0	0	0	0	0
sq975	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	0	0	0	0	0	0	0	0
sq976	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq977	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	2	0	0	0	0	0	0	0
sq978	Archaea	NA	NA	NA	NA	NA	0	4	0	1	0	0	0	0
sq979	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	3	0	0	0	0	0
sq980	Archaea	NA	NA	NA	NA	NA	0	0	2	2	0	0	0	0
sq981	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halogranum	0	0	0	2	0	0	0	0
sq982	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq983	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq984	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq985	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Halorussus	0	0	0	0	0	0	0	0
sq986	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq987	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq988	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq989	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	JAFGSV01	JAFGFG01	0	0	0	0	0	0	0	0
sq990	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq991	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq992	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	NA	NA	2	1	0	0	0	0	0	0
sq993	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	4	0	0	0	0	0	0	0
sq994	Archaea	Thermoproteota	NA	NA	NA	NA	3	0	0	2	0	0	0	0
sq995	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	2	0	0	0	0	0	0	0
sq996	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	5	0	0	0	0	0	0
sq997	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	JAJISJ01	0	0	0	1	0	0	0	0
sq998	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq999	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAGVXH01	0	0	0	0	0	0	0	0
sq1000	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5	NA	NA	0	0	0	0	0	0	0	0
sq1001	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1002	Archaea	Thermoplasmatota	EX4484-6	EX4484-6	EX4484-6	EX4484-6	0	0	0	0	0	1	0	0
sq1003	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1004	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq1005	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1006	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1007	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1008	Archaea	Asgardarchaeota	Sifarchaeia	Borrarchaeales	Borrarchaeaceae	Borrarchaeum	1	0	0	0	0	0	0	0
sq1009	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	NA	0	5	0	0	0	0	0	0
sq1010	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1011	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1012	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	2	0	0	0	0	0	0	0
sq1013	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	2	0	0	0	0	0	0	0
sq1014	Archaea	NA	NA	NA	NA	NA	0	5	0	0	0	0	0	0
sq1015	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	0	0	1	0	0	0	0	0
sq1016	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	0	0	0	0	0	0	0	0
sq1017	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1018	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	UBA73	3	0	0	0	0	0	0	0
sq1019	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	2	0	0	0	0	0	0	0
sq1020	Archaea	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0
sq1021	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	NA	NA	0	0	1	0	0	0	0	0
sq1022	Archaea	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0
sq1023	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1024	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1025	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1026	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1027	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1028	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1029	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1030	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq1031	Archaea	Halobacteriota	Halobacteria	Halobacteriales	NA	NA	0	0	0	0	0	0	0	0
sq1032	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	0	0	0	0	0	0	0
sq1033	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	JAGMCJ01	JAGMCJ01	0	0	2	1	0	1	0	0
sq1034	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	NA	NA	0	0	0	3	0	0	0	0
sq1035	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	2	0	0	0	0
sq1036	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1037	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1038	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1039	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	UBA12030	JACZVS01	0	0	0	0	0	0	0	0
sq1040	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1041	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1042	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	0	0	0	0	0	0	0	0
sq1043	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq1044	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq1045	Archaea	NA	NA	NA	NA	NA	3	0	0	1	0	0	0	0
sq1046	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	WJKL01	JAHWIB01	0	0	0	0	0	0	0	0
sq1047	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq1048	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	4	0	0	0	0	0	0	0
sq1049	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	2	0	2	0	0	0	0
sq1050	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	3	0	0	0	0
sq1051	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	0	0	0	0	0	0	0	0
sq1052	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	NA	NA	0	0	0	0	0	3	0	0
sq1053	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	0	0	0	0	0	0	0	0
